session,mp_name,constituency.x,days_attended,nature_of_membership,start_of_term,end_of_term,no_of_term,standing_committee_membership,state,constituency.y,political_party,gender,educational_qualifications,educational_qualifications_details,age,debates,private_member_bills,questions,attendance,national_debates_average,national_private_member_bills_average,national_questions_average,national_attendance_average,states_debates_average,states_private_member_bills_average,states_questions_average,states_attendance_average,full_name
1,nanabhaufalgunraopatole,bhandara-gondiya,5,elected,2014-05-18T00:00:00Z,14/12/2017,first,science&technologyenvironment&forests,maharashtra,bhandara-gondiya,bharatiyajanataparty,male,inter/highersecondary,informationnotavailable,55,89,1,351,0.93,54.2,1.6,215,0.8,53.4,2.9,442,0.79,Nanabhau Falgunrao Patole
1,bahadursinghkoli,bharatpur,6,elected,2014-05-18T00:00:00Z,inoffice,second,labour,rajasthan,bharatpur,bharatiyajanataparty,male,matric,informationnotavailable,56,16,0,97,0.97,57.5,1.8,231,0.8,124,3.6,315,0.87,Bahadur Singh Koli
1,mansukhabhaivasava,bharuch,6,elected,2014-05-18T00:00:00Z,inoffice,fifth,socialjustice&empowerment,gujarat,bharuch,bharatiyajanataparty,male,postgraduate,bamsw;educatedatsouthgujaratuniversitysuratandgujaratvidyapithahmedabadgujarat,60,22,0,156,0.85,22.3,0.7,94,0.8,13.7,0.5,96,0.84,Mansukhbhai D. Vasava
1,bharatishiyal,bhavnagar,6,elected,2014-05-18T00:00:00Z,inoffice,first,informationtechnology,gujarat,bhavnagar,bharatiyajanataparty,female,professionalgraduate,bams,53,32,0,124,0.95,57.5,1.8,231,0.8,36.2,2,219,0.84,Bharatiben Dhirubhai Shiyal
1,subhashchandrabaheriya,bhilwara,5,elected,2014-05-18T00:00:00Z,inoffice,second,no,rajasthan,bhilwara,bharatiyajanataparty,male,graduate,fcacharteredaccountant,61,47,0,33,0.98,57.5,1.8,231,0.8,124,3.6,315,0.87,Subhash Baheria
1,bhagirathprasad,bhind,6,elected,2014-05-18T00:00:00Z,inoffice,first,humanresourcedevelopment,madhyapradesh,bhind,bharatiyajanataparty,male,doctorate,mamphilphdjnu,70,22,0,57,0.83,57.5,1.8,231,0.8,63.6,0.7,225,0.82,Bhagirath Prasad
1,kapilmoreshwarpatil,bhiwandi,5,elected,2014-05-18T00:00:00Z,inoffice,first,urbandevelopment,maharashtra,bhiwandi,bharatiyajanataparty,male,graduate,graduate,56,47,0,383,0.94,57.5,1.8,231,0.8,57.6,3.5,469,0.79,Kapil Moreshwar Patil
1,dharamveersingh,bhiwani-mahendragarh,6,elected,2014-05-18T00:00:00Z,inoffice,first,defence,haryana,bhiwani-mahendragarh,bharatiyajanataparty,male,graduate,graduate,62,12,0,188,0.94,57.5,1.8,231,0.8,53.4,2.8,217,0.86,Dharambir
1,booranarsaiahgoud,bhongir,5,elected,2014-05-18T00:00:00Z,inoffice,first,labour,telangana,bhongir,telanganarashtrasamithi,male,professionalpostgraduate,msgeneralsurgery,58,55,6,177,0.55,57.5,1.8,231,0.8,33.9,1.4,247,0.69,Boora Narsaiah Goud
1,aloksanjar,bhopal,6,elected,2014-05-18T00:00:00Z,inoffice,first,urbandevelopment,madhyapradesh,bhopal,bharatiyajanataparty,male,professionalgraduate,ballb,54,121,3,332,0.96,57.5,1.8,231,0.8,63.6,0.7,225,0.82,Alok Sanjar
1,profprasannakumarpatasani,bhubaneswar,6,elected,2014-05-18T00:00:00Z,inoffice,fifth,industry,odisha,bhubaneswar,bijujanatadal,male,doctorate,mallbmsciphdhonorarydlittutkaldscswiss;educatedatutkaluniversitybhubaneswarorissamadhusudanlawcollegecuttackorissamaharshiinstituteofcreativeintelligencerishikeshuttarpradeshsheelsburgswitzer,71,35,0,5,0.74,57.5,1.8,231,0.8,51.1,2.8,181,0.83,Prasanna Kumar Patasani
1,bhagwanthkhuba,bidar,5,elected,2014-05-18T00:00:00Z,inoffice,first,foodconsumeraffairs&publicdistribution,karnataka,bidar,bharatiyajanataparty,male,professionalgraduate,bemech,50,15,0,293,0.83,57.5,1.8,231,0.8,41.9,0.3,304,0.81,Bhagwanth Khuba
1,rameshcjigajinagi,bijapur,6,elected,2014-05-18T00:00:00Z,inoffice,fifth,no,karnataka,bijapur,bharatiyajanataparty,male,postgraduate,ma;educatedatsbnewartscollegebijapurkarnataka,65,0,0,1,0.97,35.2,1,136,0.8,28.4,0.1,192,0.81,Ramesh Chandappa Jigajinagi
1,kunwarbhartendrasingh,bijnor,5,elected,2014-05-18T00:00:00Z,inoffice,first,socialjustice&empowerment,uttarpradesh,bijnor,bharatiyajanataparty,male,postgraduate,post-graduate,54,19,0,249,0.9,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Bharatendra Singh
1,arjunrammeghwal,bikaner,5,elected,2014-05-18T00:00:00Z,inoffice,second,no,rajasthan,bikaner,bharatiyajanataparty,male,postgraduate,mapolscience;educatedatsridungarcollegebikaneranduniversityofphillipinephillipines,64,92,16,336,0.98,35.2,1,136,0.8,87.1,2.4,206,0.87,Arjun Ram Meghwal
1,lakhanlalsahu,bilaspur,6,elected,2014-05-18T00:00:00Z,inoffice,first,railways,chhattisgarh,bilaspur,bharatiyajanataparty,male,postgraduate,mallb,46,70,0,146,0.88,57.5,1.8,231,0.8,22.8,0.1,171,0.85,Lakhan Lal Sahu
1,satabdiroybanerjee,birbhum,6,elected,2014-05-18T00:00:00Z,inoffice,second,socialjustice&empowerment,westbengal,birbhum,allindiatrinamoolcongress,female,graduate,ba,48,3,0,2,0.74,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Satabdi Roy
1,saumitrakhan,bishnupur,6,elected,2014-05-18T00:00:00Z,inoffice,first,commerce,westbengal,bishnupur,allindiatrinamoolcongress,male,matric,highschool,37,8,0,6,0.66,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Saumitra Khan
1,kalikeshnarayansinghdeo,bolangir,4,elected,2014-05-18T00:00:00Z,inoffice,second,petroleum&naturalgas,odisha,bolangir,bijujanatadal,male,graduate,bahonseconomics;educatedatststepen`scollegedelhiuniversity,43,16,3,388,0.78,57.5,1.8,231,0.8,51.1,2.8,181,0.83,Kalikesh Narayan Singh Deo
1,anupamhazra,bolpur,6,elected,2014-05-18T00:00:00Z,inoffice,first,informationtechnology,westbengal,bolpur,allindiatrinamoolcongress,male,doctorate,phdsocialwork,35,1,0,52,0.88,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Anupam Hazra
1,bholasingh,bulandshahr,6,elected,2014-05-18T00:00:00Z,inoffice,first,foodconsumeraffairs&publicdistribution,uttarpradesh,bulandshahr,bharatiyajanataparty,male,graduate,graduate,40,18,9,124,0.99,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Bhola Singh
1,bholasingh,bulandshahr,6,elected,2014-05-18T00:00:00Z,inoffice,second,petroleum&naturalgas,bihar,begusarai,bharatiyajanataparty,male,doctorate,maphd;educatedatpatnauniversityandlalitnarayanmithilauniversitydarbhangabihar,83,46,0,262,0.86,57.5,1.8,231,0.8,51.3,2.7,159,0.88,Dr Bhola Singh
1,pratapraoganpatraojadhav,buldhana,5,elected,2014-05-18T00:00:00Z,inoffice,second,homeaffairs,maharashtra,buldhana,shivsena,male,undergraduate,ba-ii;educatedatshivajicollegechikhilbuldana,57,47,0,450,0.74,57.5,1.8,231,0.8,57.6,3.5,469,0.79,Jadhav Prataprao Ganpatrao
1,ashwinikumarchoubey,buxar,6,elected,2014-05-18T00:00:00Z,inoffice,first,no,bihar,buxar,bharatiyajanataparty,male,graduate,bschonszoology,65,181,2,151,0.93,54.2,1.6,215,0.8,48.4,2.5,149,0.88,Ashwini Kumar Choubey
1,innocent,chalakudy,6,elected,2014-05-18T00:00:00Z,inoffice,first,chemicals&fertilizers,kerala,chalakudy,independent,male,undermatric,undermatric,69,23,0,217,0.69,57.5,1.8,231,0.8,117.7,3.4,348,0.78,Innocent
1,rdhruvanarayana,chamrajanagar,6,elected,2014-05-18T00:00:00Z,inoffice,second,chemicals&fertilizers,karnataka,chamrajanagar,indiannationalcongress,male,postgraduate,mscagriculture;educatedatuniversityofagriculturalsciencesbangalore,56,95,2,562,0.85,57.5,1.8,231,0.8,41.9,0.3,304,0.81,Dhruva Narayana Rangaswamy
1,mahendranathpandey,chandauli,6,elected,2014-05-18T00:00:00Z,inoffice,first,healthandfamilywelfare,uttarpradesh,chandauli,bharatiyajanataparty,male,doctorate,maphdhindimasterofjournalism,60,50,1,60,0.95,38.5,1.2,152,0.8,57.2,0.9,94,0.88,Mahendra Nath Pandey
1,kirronkher,chandigarh,6,elected,2014-05-18T00:00:00Z,inoffice,first,homeaffairs,chandigarh,chandigarh,bharatiyajanataparty,female,postgraduate,maenglishliterature,65,33,1,249,0.88,57.5,1.8,231,0.8,33,1,249,0.88,Kirron Anupam Kher
1,hansrajgangaramahir,chandrapur,5,elected,2014-05-18T00:00:00Z,inoffice,fourth,no,maharashtra,chandrapur,bharatiyajanataparty,male,inter/highersecondary,ssc;educatedatltyschoolchandrapurmaharashtra,63,10,4,115,0.91,5.1,0.1,18,0.8,4.6,0.2,37,0.79,Hansraj Gangaram Ahir
1,sunilkumarsingh,chatra,6,elected,2014-05-18T00:00:00Z,inoffice,first,coal&steel,jharkhand,chatra,bharatiyajanataparty,male,professionalpostgraduate,mbamasociology,56,98,19,492,0.89,57.5,1.8,231,0.8,72.2,5.3,337,0.85,Sunil Kumar Singh
1,kondavishweshwarreddy,chelvella,6,elected,2014-05-18T00:00:00Z,inoffice,first,industry,telangana,chelvella,telanganarashtrasamithi,male,professionalgraduate,engineering,57,58,1,186,0.97,57.5,1.8,231,0.8,33.9,1.4,247,0.69,Konda Vishweshwar Reddy
1,srvijaykumar,chennaicentral,6,elected,2014-05-18T00:00:00Z,inoffice,first,railways,tamilnadu,chennaicentral,allindiaannadravidamunnetrakazhagam,male,professionalgraduate,babl,43,57,0,654,0.77,57.5,1.8,231,0.8,39.4,0,340,0.78,S.R. Vijayakumar
1,tgvenkateshbabu,chennainorth,6,elected,2014-05-18T00:00:00Z,inoffice,first,no,tamilnadu,chennainorth,allindiaannadravidamunnetrakazhagam,male,postgraduate,msc,57,57,0,590,0.8,57.5,1.8,231,0.8,39.4,0,340,0.78,T.G. Venkatesh Babu
1,jayakumarjayavardhan,chennaisouth,6,elected,2014-05-18T00:00:00Z,inoffice,first,informationtechnology,tamilnadu,chennaisouth,allindiaannadravidamunnetrakazhagam,male,professionalpostgraduate,mbbsmdgeneralmedicine,30,48,0,553,0.83,57.5,1.8,231,0.8,39.4,0,340,0.78,J. Jayavardhan
1,kamalnath,chhindwara,3,elected,2014-05-18T00:00:00Z,inoffice,ninth,commerce,madhyapradesh,chhindwara,indiannationalcongress,male,graduate,bcom;educatedatstxavier'scollegecalcuttawestbengal,71,0,0,205,0.63,57.5,1.8,231,0.8,63.6,0.7,225,0.82,Kamal Nath
1,ramsinhrathwa,chhotaudaipur,5,elected,2014-05-18T00:00:00Z,inoffice,second,industry,gujarat,chhotaudaipur,bharatiyajanataparty,male,postdiplomacourse,sscdiplomainpaintingpost-diplomaingraphicshort-termtrainingcourseinmuseology;educatedatkawantenglishschoolchhotaudaipurfacultyoffineartsmsuniversitybarodagujaratandnationalmuseumnewdelhi,66,28,0,413,0.89,57.5,1.8,231,0.8,36.2,2,219,0.84,Ramsinhbhai Patalyabhai Rathwa
1,mchandrakasi,chidambaram,6,elected,2014-05-18T00:00:00Z,inoffice,first,energy,tamilnadu,chidambaram,allindiaannadravidamunnetrakazhagam,male,postgraduate,mabachelorinlibrary&informationscience,49,20,0,230,0.77,57.5,1.8,231,0.8,39.4,0,340,0.78,M. Chandrakasi
1,mveerappamoily,chikkballapur,6,elected,2014-05-18T00:00:00Z,inoffice,second,finance,karnataka,chikkballapur,indiannationalcongress,male,professionalgraduate,babl;educatedatgovernmentlawcollegebangalore,78,19,0,10,0.91,57.5,1.8,231,0.8,41.9,0.3,304,0.81,M. Veerappa Moily
1,bnchandrappa,chitradurga,6,elected,2014-05-18T00:00:00Z,inoffice,first,chemicals&fertilizers,karnataka,chitradurga,indiannationalcongress,male,postgraduate,ma,62,51,0,283,0.88,57.5,1.8,231,0.8,41.9,0.3,304,0.81,B.N. Chandrappa
1,naramallisivaprasad,chittoor,5,elected,2014-05-18T00:00:00Z,inoffice,second,ruraldevelopment,andhrapradesh,chittoor,telugudesamparty,male,professionalgraduate,mbbs;educatedatsvmedicalcollegetirupatichittoorandhrapradesh,66,0,0,47,0.39,57.5,1.8,231,0.8,34.8,0.6,211,0.75,Naramalli Sivaprasad
1,chandraprakashjoshi,chittorgarh,6,elected,2014-05-18T00:00:00Z,inoffice,first,railways,rajasthan,chittorgarh,bharatiyajanataparty,male,graduate,bcom,42,364,4,501,0.96,57.5,1.8,231,0.8,124,3.6,315,0.87,Chandra Prakash Joshi
1,rahulkaswan,churu,6,elected,2014-05-18T00:00:00Z,inoffice,first,transporttourismandculture,rajasthan,churu,bharatiyajanataparty,male,graduate,bcompgdm,41,111,0,373,0.97,57.5,1.8,231,0.8,124,3.6,315,0.87,Rahul Kaswan
1,pnagarajan,coimbatore,6,elected,2014-05-18T00:00:00Z,inoffice,first,homeaffairs,tamilnadu,coimbatore,allindiaannadravidamunnetrakazhagam,male,professionalgraduate,babl,56,26,0,470,0.79,57.5,1.8,231,0.8,39.4,0,340,0.78,P. Nagarajan
1,renukasinha,coochbehar,5,elected,2014-05-18T00:00:00Z,17/08/2016,first,no,westbengal,coochbehar,allindiatrinamoolcongress,female,professionalgraduate,bscbiobed,68,3,0,0,0.57,41.7,1.2,154,0.8,20.1,0.2,47,0.66,Renuka Sinha
1,aarunmozhithevan,cuddalore,6,elected,2014-05-18T00:00:00Z,inoffice,first,coal&steel,tamilnadu,cuddalore,allindiaannadravidamunnetrakazhagam,male,professionalgraduate,bscbl,49,32,0,446,0.83,57.5,1.8,231,0.8,39.4,0,340,0.78,A. Arunmozhithevan
1,bhartruharimahtab,cuttack,6,elected,2014-05-18T00:00:00Z,inoffice,fifth,finance,odisha,cuttack,bijujanatadal,male,postgraduate,maenglish;educatedatutkaluniversityorissa,60,219,18,456,0.93,57.5,1.8,231,0.8,51.1,2.8,181,0.83,Bhartruhari Mahtab
1,natubhaigomanbhaipatel,dadraandnagarhaveli,6,elected,2014-05-18T00:00:00Z,inoffice,second,homeaffairs,dadraandnagarhaveli,dadraandnagarhaveli,bharatiyajanataparty,male,undermatric,NA,45,0,0,70,0.68,57.5,1.8,231,0.8,0,0,70,0.68,Natubhai Gomanbhai Patel
1,jasvantsinhbhabhor,dahod,6,elected,2014-05-18T00:00:00Z,inoffice,first,no,gujarat,dahod,bharatiyajanataparty,male,graduate,informationnotavailable,49,11,0,138,0.9,35.2,1,136,0.8,22.5,1.5,123,0.84,Jasvantsinh Sumanbhai Bhabhor
1,nalinkumarkateel,dakshinakannada,6,elected,2014-05-18T00:00:00Z,inoffice,second,agriculture,karnataka,dakshinakannada,bharatiyajanataparty,male,matric,educatedatstphilomeaiahigherschoolputtartwdkdisttkarnataka,51,42,0,542,0.93,57.5,1.8,231,0.8,41.9,0.3,304,0.81,Nalin Kumar Kateel
1,lalubhaibpatel,damananddiu,6,elected,2014-05-18T00:00:00Z,inoffice,second,homeaffairs,damananddiu,damananddiu,bharatiyajanataparty,male,matric,shreesomnathkolvanimandalhighschooldabholdaman,62,5,0,21,0.76,57.5,1.8,231,0.8,5,0,21,0.76,Lalubhai Babubhai Patel
1,prahladsinghpatel,damoh,6,elected,2014-05-18T00:00:00Z,inoffice,fourth,ruraldevelopment,madhyapradesh,damoh,bharatiyajanataparty,male,postgraduate,bscllbmaphilosophy;educatedatadarshvigyanmahavidyalayaandutdranidurgawatiuniversityjabalpurmadhyapradesh,57,141,6,356,0.97,57.5,1.8,231,0.8,63.6,0.7,225,0.82,Prahlad Singh Patel
1,kirtiazad,darbhanga,6,elected,2014-05-18T00:00:00Z,inoffice,third,ruraldevelopment,bihar,darbhanga,bharatiyajanataparty,male,graduate,bahonshistory;educatedatststephen'scollegeuniversityofdelhidelhi,59,25,4,369,0.96,57.5,1.8,231,0.8,51.3,2.7,159,0.88,Kirti (Jha) Azad
1,ssahluwalia,darjeeling,6,elected,2014-05-18T00:00:00Z,inoffice,first,no,westbengal,darjeeling,bharatiyajanataparty,male,professionalgraduate,bscllbeducatedatstjosephschoolasansolbidhanchandracollegeburdwanuniversityanduniversitycollegeoflawcalcuttauniversitywestbengal,66,30,0,0,0.87,35.2,1,136,0.8,16.9,0.2,42,0.66,S.S. Ahluwalia
1,harishmeena,dausa,6,elected,2014-05-18T00:00:00Z,inoffice,first,transporttourismandculture,rajasthan,dausa,bharatiyajanataparty,male,graduate,graduate,63,73,1,248,0.98,57.5,1.8,231,0.8,124,3.6,315,0.87,Harish Chandra Meena
1,gmsiddeshwara,davanagere,2,elected,2014-05-18T00:00:00Z,inoffice,third,railways,karnataka,davanagere,bharatiyajanataparty,male,matric,educatedatbheemeshwararuraleducationalsocietybheemasamudrakarnataka,65,2,0,137,0.6,22.3,0.7,94,0.8,13.5,0.2,111,0.81,Gowdar Mallikarjunappa Siddeswara
1,kalrajmishra,deoria,4,elected,2014-05-18T00:00:00Z,inoffice,first,defence,uttarpradesh,deoria,bharatiyajanataparty,male,postgraduate,maeducatedatkashividyapithvaranasi,76,0,0,0,1,3.3,0.2,15,0.8,5.4,0.2,11,0.88,Kalraj Mishra
1,manoharuntwal,dewas,3,elected,2014-05-18T00:00:00Z,inoffice,first,healthandfamilywelfare,madhyapradesh,dewas,bharatiyajanataparty,male,inter/highersecondary,informationnotavailable,68,1,0,33,0.55,57.5,1.8,231,0.8,63.6,0.7,225,0.82,Manohar Untwal
1,pashupatinathsingh,dhanbad,6,elected,2014-05-18T00:00:00Z,inoffice,second,coal&steel,jharkhand,dhanbad,bharatiyajanataparty,male,graduate,bsc,68,40,0,158,0.91,57.5,1.8,231,0.8,72.2,5.3,337,0.85,Pashupati Nath Singh
1,savitrithakur,dhar,6,elected,2014-05-18T00:00:00Z,inoffice,first,industry,madhyapradesh,dhar,bharatiyajanataparty,female,matric,matric,39,12,0,45,0.92,57.5,1.8,231,0.8,63.6,0.7,225,0.82,Savitri Thakur
1,anbumaniramadoss,dharmapuri,2,elected,2014-05-18T00:00:00Z,inoffice,first,ruraldevelopment,tamilnadu,dharmapuri,pattalimakkalkatchi,male,professionalgraduate,mbbseducatedatmadrasmedicalcollegechennaitamilnadu,49,11,0,43,0.48,57.5,1.8,231,0.8,39.4,0,340,0.78,Anbumani Ramadoss
1,pralhadjoshi,dharwad,6,elected,2014-05-18T00:00:00Z,inoffice,third,petroleum&naturalgasandpersonnelpublicgrievanceslawandjustice,karnataka,dharwad,bharatiyajanataparty,male,graduate,ba;educatedatksartscollegehubli,55,77,5,377,0.89,57.5,1.8,231,0.8,41.9,0.3,304,0.81,Pralhad Venkatesh Joshi
1,rekhaverma,dhaurahra,6,elected,2014-05-18T00:00:00Z,inoffice,first,chemicals&fertilizers,uttarpradesh,dhaurahra,bharatiyajanataparty,female,inter/highersecondary,intermediate,44,47,0,141,0.85,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Rekha Verma
1,tathagatasatpathy,dhenkanal,5,elected,2014-05-18T00:00:00Z,inoffice,fourth,coal&steel,odisha,dhenkanal,bijujanatadal,male,graduate,ba;educatedatsriaurobindointernationalcentreofeducationpondicherry,61,76,1,38,0.92,57.5,1.8,231,0.8,51.1,2.8,181,0.83,Tathagata Satpathy
1,badruddinajmal,dhubri,5,elected,2014-05-18T00:00:00Z,inoffice,second,science&technologyenvironment&forests,assam,dhubri,allindiauniteddemocraticfront,male,postgraduate,fazil-e-deobandmastersinislamictheologyandarabic;educatedatdarululoomdeobanduttarpradesh,68,61,0,329,0.62,57.5,1.8,231,0.8,42.8,0.5,128,0.75,Badruddin Ajmal
1,subhashramraobhamre,dhule,5,elected,2014-05-18T00:00:00Z,inoffice,first,no,maharashtra,dhule,bharatiyajanataparty,male,professionalpostgraduate,msandsuperspecialisationincancersurgery,64,9,0,218,0.77,35.2,1,136,0.8,34.4,1.9,284,0.79,Subhash Ramrao Bhamre
1,abhishekbanerjee,diamondharbour,6,elected,2014-05-18T00:00:00Z,inoffice,first,commerce,westbengal,diamondharbour,allindiatrinamoolcongress,male,postgraduate,postgraduate,30,3,0,45,0.33,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Abhishek Banerjee
1,rameshwarteli,dibrugarh,6,elected,2014-05-18T00:00:00Z,inoffice,first,industry,assam,dibrugarh,bharatiyajanataparty,male,inter/highersecondary,highersecondary,47,67,0,76,0.93,57.5,1.8,231,0.8,42.8,0.5,128,0.75,Rameswar Teli
1,mudhayakumar,dindigul,6,elected,2014-05-18T00:00:00Z,inoffice,first,personnelpublicgrievanceslawandjustice,tamilnadu,dindigul,allindiaannadravidamunnetrakazhagam,male,postgraduate,mabl,49,47,0,388,0.82,57.5,1.8,231,0.8,39.4,0,340,0.78,M. Udhaya Kumar
1,harishchandradeoramchavan,dindori,6,elected,2014-05-18T00:00:00Z,inoffice,third,ruraldevelopment,maharashtra,dindori,bharatiyajanataparty,male,graduate,bawithenglishspecial;educatedatkgjoshicollegethanemaharashtra,66,27,0,528,0.86,57.5,1.8,231,0.8,57.6,3.5,469,0.79,Harishchandra Deoram Chavan
1,jagdambikapal,domariyaganj,6,elected,2014-05-18T00:00:00Z,inoffice,second,energy,uttarpradesh,domariyaganj,bharatiyajanataparty,male,postgraduate,mapolsciencemodernhistory&ancienthistory&llb;educatedatawadhuniversityllbgorakhpuruniversity,67,180,14,305,0.95,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Jagdambika Pal
1,saugataroy,dumdum,6,elected,2014-05-18T00:00:00Z,inoffice,third,finance,westbengal,dumdum,allindiatrinamoolcongress,male,postgraduate,mscllb;jogeshchandralawcollegekolkata-33,70,194,5,468,0.89,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Saugata Roy
1,shibusoren,dumka,1,elected,2014-05-18T00:00:00Z,inoffice,eighth,foodconsumeraffairs&publicdistribution,jharkhand,dumka,jharkhandmuktimorcha,male,matric,educatedatgolahighschoolhazaribaghjharkhand,74,0,0,0,0.34,57.5,1.8,231,0.8,72.2,5.3,337,0.85,Shibu Soren
1,tamradhwajsahu,durg,6,elected,2014-05-18T00:00:00Z,inoffice,first,coal&steel,chhattisgarh,durg,indiannationalcongress,male,inter/highersecondary,highersecondary,68,30,1,131,0.81,57.5,1.8,231,0.8,22.8,0.1,171,0.85,Tamradhwaj Sahu
1,maheishgirri,eastdelhi,6,elected,2014-05-18T00:00:00Z,inoffice,first,urbandevelopment,delhi,eastdelhi,bharatiyajanataparty,male,matric,10thpass,44,40,18,385,0.94,57.5,1.8,231,0.8,53.8,9.5,245,0.93,Maheish Girri
1,venakateswararaomagannti,eluru,6,elected,2014-05-18T00:00:00Z,inoffice,second,externalaffairs,andhrapradesh,eluru,telugudesamparty,male,graduate,ba,58,0,0,41,0.8,57.5,1.8,231,0.8,34.8,0.6,211,0.75,Maganti Venkateswara Rao (Babu)
1,kvthomas,ernakulam,5,elected,2014-05-18T00:00:00Z,inoffice,fifth,urbandevelopment,kerala,ernakulam,indiannationalcongress,male,postgraduate,mscchemistry;educatedatscaredheartcollegecochinkerala,71,36,0,223,0.76,57.5,1.8,231,0.8,117.7,3.4,348,0.78,K.V. Thomas
1,sselvakumarachinnayan,erode,6,elected,2014-05-18T00:00:00Z,inoffice,first,homeaffairs,tamilnadu,erode,allindiaannadravidamunnetrakazhagam,male,postgraduate,bscmabl,59,23,0,92,0.75,57.5,1.8,231,0.8,39.4,0,340,0.78,S. Selvakumara Chinnayan
1,rajveersingh,etah,3,elected,2014-05-18T00:00:00Z,inoffice,first,industry,uttarpradesh,etah,bharatiyajanataparty,male,professionalgraduate,ballb,58,14,0,20,0.82,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Rajveer Singh (Raju Bhaiya)
1,ashokkumardohrey,etawah,6,elected,2014-05-18T00:00:00Z,inoffice,first,labour,uttarpradesh,etawah,bharatiyajanataparty,male,graduate,ba,47,3,0,0,0.8,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Ashok Kumar Doharey
1,lallusingh,faizabad,6,elected,2014-05-18T00:00:00Z,inoffice,first,waterresources,uttarpradesh,faizabad,bharatiyajanataparty,male,professionalgraduate,llb,63,21,0,217,0.92,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Lallu Singh
1,krishanpal,faridabad,6,elected,2014-05-18T00:00:00Z,inoffice,first,no,haryana,faridabad,bharatiyajanataparty,male,professionalgraduate,ballb,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Krishan Pal
1,sadhusingh,faridkot,6,elected,2014-05-18T00:00:00Z,inoffice,first,socialjustice&empowerment,punjab,faridkot,aamaadmiparty,male,postgraduate,maenglish,76,5,0,38,0.54,57.5,1.8,231,0.8,40.5,0.9,107,0.7,Sadhu Singh
1,mukeshrajput,farrukhabad,6,elected,2014-05-18T00:00:00Z,inoffice,first,agriculture,uttarpradesh,farrukhabad,bharatiyajanataparty,male,graduate,bsc,49,40,0,26,0.91,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Mukesh Rajput
1,harindersinghkhalsa,fatehgarhsahib,6,elected,2014-05-18T00:00:00Z,inoffice,second,informationtechnology,punjab,fatehgarhsahib,aamaadmiparty,male,postgraduate,maeng,70,1,0,43,0.78,57.5,1.8,231,0.8,40.5,0.9,107,0.7,Harinder Singh Khalsa
1,sadhviniranjanjyoti,fatehpur,6,elected,2014-05-18T00:00:00Z,inoffice,first,no,uttarpradesh,fatehpur,bharatiyajanataparty,female,inter/highersecondary,intermediate,51,18,0,1,1,5.1,0.1,18,0.8,5.6,0.1,8,0.88,Niranjan Jyoti
1,babulalchaudhary,fatehpursikri,6,elected,2014-05-18T00:00:00Z,inoffice,first,foodconsumeraffairs&publicdistribution,uttarpradesh,fatehpursikri,bharatiyajanataparty,male,inter/highersecondary,intermediate,69,13,0,25,0.95,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Babulal Chaudhary
